Year,Month,DPM_t_C_ha,RPM_t_C_ha,BIO_t_C_ha,HUM_t_C_ha,IOM_t_C_ha,SOC_t_C_ha,deltaC
1939,1,0.11879781153577303,5.643727338207031,0.7382361631904402,27.64035086735307,3.0041,37.145212180286315,-93.51931508516698
1939,2,0.09098401422139583,5.598745461613105,0.7344982646715091,27.636344540340243,3.0041,37.06467228084625,-93.72475360599975
1939,3,0.06936753191822005,5.553368056841532,0.7301179770056074,27.631512669560085,3.0041,36.98846623532545,-93.91993689656775
1939,4,0.044927131727055224,5.48146987142358,0.7223208750784348,27.622588059554825,3.0041,36.875405937783896,-94.20556195415308
1939,5,0.03640574228735986,5.446993628948027,0.7182439889956631,27.617874494760798,3.0041,36.82361785499185,-94.34175488411401
1939,6,0.030866337769291537,5.42008782481866,0.7149553925250236,27.614033717006855,3.0041,36.78404327211983,-94.44817121776528
1939,7,0.025278729679546454,5.387712688401304,0.7109076565704049,27.60924468359783,3.0041,36.737243758249086,-94.57245539180725
1939,8,0.8742666483649808,5.841410515098472,0.6922334832708612,27.585739303863516,3.0041,37.99774995059783,-92.38334822884487
1939,9,0.2593881222904308,5.632314709554195,0.7248795374828731,27.619730489666342,3.0041,37.24041285899384,-93.90059265470008
1939,10,0.13103227708599413,5.518102450132019,0.7213660681350567,27.615410559192203,3.0041,36.990011354545274,-94.45090707840953
1939,11,0.08394063006198337,5.444870781914956,0.715571182816895,27.608550233174963,3.0041,36.8570328279688,-94.75865022435114
1939,12,0.07302139331609193,5.422154823708169,0.7133801110667124,27.605974986907576,3.0041,36.81863131499855,-94.85562056650632
1940,1,0.07104017588647049,5.4176822720368865,0.7129300290131355,27.60544692893422,3.0041,36.81119940587072,-94.88202780751232
1940,2,0.06332876315597381,5.3990387057925995,0.7110119782056424,27.603174977850315,3.0041,36.780654425004535,-94.96160870128156
1940,3,0.04702412308574483,5.351037960973677,0.7057910433382495,27.596855667026983,3.0041,36.70480879442466,-95.14688953147954
1940,4,0.06372484743948635,5.302910783209583,0.6973919022721718,27.58641845715141,3.0041,36.654545990072656,-95.29913258490608
1940,5,0.08194285981341878,5.282223874011533,0.6926780020778139,27.580434479547826,3.0041,36.64137921545059,-95.3624203882143
1940,6,0.10068836852470614,5.273794142306648,0.6896336118588715,27.57649040949947,3.0041,36.644706532189694,-95.38599002288528
1940,7,0.11731065846496994,5.267875185929553,0.6871506020750211,27.573196930182835,3.0041,36.64963337665238,-95.40476744284521
1940,8,0.1299260417482996,5.2600613437347725,0.6847946576145342,27.569986942230727,3.0041,36.648868985328335,-95.43559785834277
1940,9,0.28028428928454074,5.353443936886769,0.6832171742338399,27.56778513357253,3.0041,36.88883053397768,-95.00161470136648
1940,10,0.1757106521728413,5.278970547948957,0.6830187033732732,27.56615930336115,3.0041,36.70795920685622,-95.40226917937144
1940,11,0.12754090591968073,5.228471935459423,0.6806218528993698,27.56246413353757,3.0041,36.603198827816044,-95.64467534069931
1940,12,0.10828713887006813,5.202865543614263,0.6788825393188336,27.559985992997362,3.0041,36.554121214800524,-95.76491404401023
1941,1,0.09616145511123209,5.184362100286645,0.6774502398958303,27.55798153111064,3.0041,36.52005532640435,-95.85187856488409
1941,2,0.07203666843694714,5.139630585267622,0.6735422983803768,27.552495747827784,3.0041,36.44180529991273,-96.04142182463616
1941,3,0.04950061606194315,5.082104775022052,0.6677416793984524,27.54435805819495,3.0041,36.3478051286774,-96.27065720092953
1941,4,0.02958002043705152,5.004206819384488,0.6589527602542006,27.53188116176498,3.0041,36.22872076184072,-96.5634026487282
1941,5,0.02338404500520818,4.9690444929710695,0.6546777236284909,27.52583072814285,3.0041,36.17703698974762,-96.69723515617146
1941,6,0.019337276142039367,4.940798645691624,0.651154741700042,27.52081438025695,3.0041,36.13620504379066,-96.80549196250709
